"pfoa_val","pfoa_detected","state","water_use","tritium_tu","well_depth","tritium_category","month","median_income","poverty_rate","unemployment_rate","pct_white","pct_black","pct_hispanic","pct_bachelor_plus","pct_children","pct_adults","pct_older","pop_density_per_sq_mile","longitude","latitude","cancer_rate"
2,"1","California","Irrigation",1.68,82.3,"Modern","April",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
2.2,"1","California","Irrigation",1.08,83.82,"Mixed","April",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",0.1,121.92,"Mixed","March",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
3,"1","California","Production",3.7,95.71,"Modern","May",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.11,146.3,"Mixed","April",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
1.1,"0","California","Production",2.16,181.66,"Modern","May",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",1.34,31.7,"Modern","May",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.37,298.7,"Mixed","May",91905,12.12,6.36,48.13,5.6,39.68,33.3,22.3,62.8,14.9,252.51,-119.472147528039,37.1839118907824,0.45
1.9,"1","Colorado","Domestic",0.31,51.82,"PreModern","June",80184,9.56,4.59,78.76,4.09,21.92,40.35,22.06,63.62,14.31,55.22,-105.547716505475,38.9971307345083,0.44
1.8,"1","Colorado","Domestic",0,103.63,"Unknown","April",80184,9.56,4.59,78.76,4.09,21.92,40.35,22.06,63.62,14.31,55.22,-105.547716505475,38.9971307345083,0.44
2.77,"0","Delaware","Production",3.22,42.37,"Modern","May",68287,11.75,5.45,68.76,22.18,9.23,30.07,21.28,60.53,18.2,491.26,-75.4993349081371,38.984960113793,0.64
1.26,"0","Delaware","Production",2.82,36.27,"Modern","May",68287,11.75,5.45,68.76,22.18,9.23,30.07,21.28,60.53,18.2,491.26,-75.4993349081371,38.984960113793,0.64
1.9,"1","Delaware","Production",0.41,90.83,"Mixed","August",79325,11.12,5.4,63.83,21.97,9.93,32.58,20.8,59.57,19.63,509.94,-75.4993349081371,38.984960113793,0.62
6.03,"1","Florida","Production",0.99,30.48,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
5.45,"1","Florida","Production",0,45.72,"Unknown","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
9.49,"1","Florida","Production",1.34,47.24,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.33,"0","Florida","Production",0.51,36.58,"Mixed","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
9.89,"1","Florida","Production",1.24,16.46,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
8.82,"1","Florida","Production",1.07,33.53,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
7.32,"1","Florida","Production",0.55,45.72,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
19.2,"1","Florida","Production",1,38.1,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
5.27,"1","Florida","Production",1.42,47.24,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.62,"0","Florida","Production",0.8,78.64,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
12.7,"1","Florida","Production",1.09,26.82,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
5.14,"1","Florida","Production",1.23,36.58,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.52,"0","Florida","Unknown",0.83,29.87,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.8,"1","Florida","Production",0.49,35.05,"Mixed","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4.62,"1","Florida","Production",1.06,33.53,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4,"1","Florida","Production",0.04,81.38,"PreModern","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.8,"1","Florida","Unknown",0.3,47.24,"Mixed","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.26,"0","Florida","Production",1.46,12.19,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
8.41,"1","Florida","Production",1.49,9.14,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
6.73,"1","Florida","Production",1.18,33.53,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.65,"0","Florida","Production",0.99,45.72,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
8.09,"1","Florida","Production",1.55,29.57,"Modern","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4.35,"1","Florida","Production",1.3,24.38,"Modern","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.7,"1","Florida","Production",1.23,6.4,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
11.2,"1","Florida","Production",1.25,32,"Modern","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
1.17,"0","Florida","Production",1.16,32,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
7.51,"1","Florida","Unknown",1.61,31.39,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.9,"0","Florida","Unknown",0.73,28.35,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.7,"1","Florida","Unknown",1.02,30.48,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4,"1","Florida","Unknown",0.42,33.53,"Mixed","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
1.22,"0","Florida","Production",1,10.67,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.44,"0","Florida","Production",0.86,38.1,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
5.63,"1","Florida","Production",1.17,41.15,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
10.6,"1","Florida","Production",0.47,25.91,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4,"1","Florida","Production",0.41,25.91,"Mixed","December",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.7,"1","Florida","Unknown",0.46,35.05,"Mixed","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
8.99,"1","Florida","Production",1.34,39.62,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
14.2,"1","Florida","Production",1.07,26.52,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
1.78,"0","Florida","Production",1.19,12.19,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.21,"0","Florida","Production",0.98,9.75,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.67,"0","Florida","Production",1.18,25.91,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
2.62,"0","Florida","Production",1.48,18.9,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
5.99,"1","Florida","Production",0.98,24.38,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.52,"0","Florida","Production",1.56,13.11,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.7,"1","Florida","Unknown",1.39,25.91,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
3.52,"0","Florida","Production",0.57,24.38,"Modern","October",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
7.11,"1","Florida","Production",0.96,33.83,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4,"1","Florida","Unknown",0.34,36.58,"Mixed","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4.44,"1","Florida","Production",1.13,47.85,"Modern","November",55660,14.02,5.55,75.12,16.07,25.58,27.68,20.01,59.87,20.12,389.56,-82.4551975709396,28.6154662836815,0.67
4.6,"1","Florida","Observation",0,3.05,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2,"1","Florida","Observation",0,6.71,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.9,"1","Florida","Observation",0,14.78,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.8,"1","Florida","Observation",0,5.97,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
3.8,"1","Florida","Observation",0,3.72,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.3,"1","Florida","Observation",0,4.57,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.9,"1","Florida","Observation",0,4.57,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.1,"0","Florida","Observation",1.37,4.57,"Modern","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.2,"1","Florida","Observation",0,9.45,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.7,"0","Florida","Observation",0,4.27,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.8,"1","Florida","Observation",0,4.57,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.3,"1","Florida","Observation",0,6.1,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
5.4,"1","Florida","Observation",2.56,4.57,"Modern","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
3.3,"1","Florida","Observation",0,15.09,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
3.9,"1","Florida","Observation",0,15.24,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
7.8,"1","Florida","Observation",0,5.94,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.9,"0","Florida","Observation",1.9,4.57,"Modern","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
4.5,"1","Florida","Observation",0,6.71,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.9,"1","Florida","Observation",0,4.57,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.5,"0","Florida","Observation",2.06,4.57,"Modern","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.9,"1","Florida","Observation",0,7.01,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
13.1,"1","Florida","Observation",0,4.57,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2,"1","Florida","Observation",0,4.57,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.5,"1","Florida","Observation",0,7.38,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
1.4,"0","Florida","Observation",0,4.57,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
3.7,"1","Florida","Observation",0,5.67,"Unknown","October",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
2.2,"1","Florida","Observation",0,6.4,"Unknown","November",57703,13.34,5.39,71.64,15.94,25.78,28.29,19.86,59.64,20.49,395.44,-82.4551975709396,28.6154662836815,0.66
4,"1","Georgia","Production",0.18,62.48,"Mixed","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
4,"1","Georgia","Production",0.28,73.15,"Mixed","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
4,"1","Georgia","Production",0.3,67.06,"Mixed","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
4.3,"1","Georgia","Production",0.21,56.39,"Mixed","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
4,"1","Georgia","Production",0.14,67.06,"Mixed","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
14.5,"1","Georgia","Production",13.06,38.1,"Modern","September",58700,15.09,5.62,58.62,31.61,9.54,29.16,24.08,62.4,13.52,180.26,-83.43628598362,32.638118665858,0.54
2.1,"0","Georgia","Production",3.8,54.86,"Modern","August",71355,13.53,5.19,54.28,31.47,10.06,31.33,23.43,62.2,14.37,185.77,-83.43628598362,32.638118665858,0.52
9.6,"1","Georgia","Production",4.21,77.42,"Modern","August",71355,13.53,5.19,54.28,31.47,10.06,31.33,23.43,62.2,14.37,185.77,-83.43628598362,32.638118665858,0.52
5.2,"1","Georgia","Production",3.39,6.1,"Modern","August",71355,13.53,5.19,54.28,31.47,10.06,31.33,23.43,62.2,14.37,185.77,-83.43628598362,32.638118665858,0.52
2.4,"1","Georgia","Production",1.85,91.44,"Modern","August",71355,13.53,5.19,54.28,31.47,10.06,31.33,23.43,62.2,14.37,185.77,-83.43628598362,32.638118665858,0.52
4.5,"1","Georgia","Production",3.2,85.34,"Modern","August",71355,13.53,5.19,54.28,31.47,10.06,31.33,23.43,62.2,14.37,185.77,-83.43628598362,32.638118665858,0.52
3.8,"1","Illinois","Production",2.72,18.29,"Modern","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
4,"1","Illinois","Production",1.1,39.62,"Mixed","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
3.8,"1","Illinois","Production",2.4,24.99,"Modern","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
4,"1","Illinois","Production",0.53,123.44,"Mixed","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
4,"1","Illinois","Production",0.24,73.15,"Mixed","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
4,"1","Illinois","Production",0.01,283.46,"PreModern","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
2.4,"0","Illinois","Production",3.46,152.4,"Modern","August",65886,12.49,5.93,71.53,14.2,17.12,32.36,22.64,62.15,15.21,230.05,-89.1966670691854,40.0419467156757,0.56
17,"1","Illinois","Observation",6.59,4.06,"Modern","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
2,"1","Illinois","Observation",4.52,17.89,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
4.7,"1","Illinois","Observation",0.79,3.96,"Mixed","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.2,"0","Illinois","Observation",4.94,17.74,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.9,"1","Illinois","Observation",7.87,4.79,"Modern","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"1","Illinois","Observation",5.17,6.89,"Modern","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
3.3,"1","Illinois","Observation",6.83,14.05,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"0","Illinois","Observation",0,9.85,"Unknown","July",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.9,"1","Illinois","Observation",6.18,7.25,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
2,"1","Illinois","Observation",0,5.02,"Unknown","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"1","Illinois","Observation",0,6.86,"Unknown","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"1","Illinois","Observation",8.19,6.16,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
13.9,"1","Illinois","Observation",4.79,7.89,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
2.2,"1","Illinois","Observation",0,7.01,"Unknown","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"1","Illinois","Observation",5.72,9.27,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.9,"1","Illinois","Observation",0,11.86,"Unknown","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
8.3,"1","Illinois","Observation",3.26,11.6,"Mixed","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.8,"1","Illinois","Observation",6.59,14.78,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
2.3,"1","Illinois","Observation",7.32,7.96,"Modern","May",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
1.9,"1","Illinois","Observation",0,3.93,"Unknown","June",72563,11.84,6.16,67.85,14.07,17.55,33.74,22.52,61.78,15.7,230.97,-89.1966670691854,40.0419467156757,0.55
4,"1","Indiana","Production",3.4,30.18,"Modern","June",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Unknown",3.71,21.95,"Modern","September",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Unknown",2.38,25.91,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
3.8,"1","Indiana","Unknown",3.72,30.18,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
3.7,"1","Indiana","Unknown",3.95,32,"Modern","September",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
5.19,"1","Indiana","Production",8.31,38.71,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Unknown",2,21.34,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4.2,"1","Indiana","Production",3.69,26.21,"Modern","September",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
1.48,"0","Indiana","Domestic",4.76,19.2,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
1.31,"0","Indiana","Unknown",5.06,29.87,"Modern","July",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Production",7.87,33.53,"Modern","September",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
1.88,"0","Indiana","Production",5.09,36.58,"Modern","August",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Unknown",3.75,23.47,"Modern","June",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
4,"1","Indiana","Production",3.19,40.23,"Modern","September",56303,13.43,4.79,83.31,9.4,6.93,24.99,23.59,61.05,15.36,186.06,-86.2814589087435,39.8940042229721,1.56
3.7,"1","Indiana","Observation",0.95,5.49,"Mixed","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
3.7,"1","Indiana","Observation",1.36,14.33,"Mixed","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
3.6,"1","Indiana","Observation",5.47,15.24,"Modern","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
3.7,"1","Indiana","Observation",5.19,4.57,"Modern","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
3.7,"1","Indiana","Observation",4.35,6.1,"Modern","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
3.8,"1","Indiana","Observation",0,14.02,"Unknown","August",58235,12.91,4.73,82.28,9.44,7.1,25.65,23.46,60.85,15.69,186.93,-86.2814589087435,39.8940042229721,1.55
1.9,"1","Indiana","Observation",0.03,4.71,"PreModern","July",61944,12.5,4.7,81.22,9.41,7.32,26.3,23.58,60.75,15.66,188.45,-86.2814589087435,39.8940042229721,1.54
